Polish name;English name;Latin name;Category;Conservation;Order;Family;Status;Chosen;Top 30;Top 140;Image
lodowiec;Common loon;Gavia immer;A;pod ścisłą ochroną;Gaviiformes;Gaviidae;Z;0;0;0;https://upload.wikimedia.org/wikipedia/commons/thumb/0/06/Common_Loon_with_chick.jpg/150px-Common_Loon_with_chick.jpg
lodówka;Long-tailed duck;Clangula hyemalis;A;pod ścisłą ochroną;Anseriformes;Anatidae;P;1;0;0;https://upload.wikimedia.org/wikipedia/commons/thumb/8/8e/Long-tailed-duck.jpg/150px-Long-tailed-duck.jpg
łabędź czarnodzioby;Tundra swan;Cygnus columbianus;A;pod ścisłą ochroną;Anseriformes;Anatidae;P;1;0;0;https://upload.wikimedia.org/wikipedia/commons/thumb/4/4a/Cygnus_bewickii_01.jpg/150px-Cygnus_bewickii_01.jpg
łabędź krzykliwy;Whooper swan;Cygnus cygnus;A;pod ścisłą ochroną;Anseriformes;Anatidae;L;1;0;0;https://upload.wikimedia.org/wikipedia/commons/thumb/5/54/Singschwan.jpg/150px-Singschwan.jpg
łabędź niemy;Mute swan;Cygnus olor;A;pod ścisłą ochroną;Anseriformes;Anatidae;L;1;1;1;https://upload.wikimedia.org/wikipedia/commons/thumb/d/de/Cygnus_olor_Adult_Lyngby_Denmark.jpg/150px-Cygnus_olor_Adult_Lyngby_Denmark.jpg
łęczak;Wood sandpiper;Tringa glareola;A;"pod ścisłą ochroną; wymaga ochrony czynnej";Charadriiformes;Scolopacidae;l P;1;0;0;https://upload.wikimedia.org/wikipedia/commons/thumb/c/ce/Wood_Sandpiper_%28Non-breeding%29_near_Hodal_I_IMG_9633.jpg/150px-Wood_Sandpiper_%28Non-breeding%29_near_Hodal_I_IMG_9633.jpg
łozówka;Marsh warbler;Acrocephalus palustris;A;pod ścisłą ochroną;Passeriformes;Acrocephalidae;L;1;0;0;https://upload.wikimedia.org/wikipedia/commons/thumb/7/7d/Acrocephalus_palustris_%28Marek_Szczepanek%29.jpg/150px-Acrocephalus_palustris_%28Marek_Szczepanek%29.jpg
łuskowiec;Pine grosbeak;Pinicola enucleator;A;pod ścisłą ochroną;Passeriformes;Fringillidae;Z;0;0;0;https://upload.wikimedia.org/wikipedia/commons/thumb/8/8c/Pinicola-enucleator-001B.jpg/150px-Pinicola-enucleator-001B.jpg
łyska;Eurasian coot;Fulica atra;A;łowny z okresem ochronnym;Gruiformes;Rallidae;L;1;0;1;https://upload.wikimedia.org/wikipedia/commons/thumb/2/23/Common_Coot_%28Fulica_atra%29_in_a_Nelumbo_nucifera_%28Indian_Lotus%29_pond_W_IMG_8846.jpg/150px-Common_Coot_%28Fulica_atra%29_in_a_Nelumbo_nucifera_%28Indian_Lotus%29_pond_W_IMG_8846.jpg
makolągwa;Eurasian linnet;Linaria cannabina;A;pod ścisłą ochroną;Passeriformes;Fringillidae;L;1;0;1;https://upload.wikimedia.org/wikipedia/commons/thumb/5/5d/Makol%C4%85gwa.jpg/150px-Makol%C4%85gwa.jpg
mandarynka;Mandarin duck;Aix galericulata;C;;Anseriformes;Anatidae;l P;1;0;0;https://upload.wikimedia.org/wikipedia/commons/thumb/5/51/Mandarin.duck.arp.jpg/150px-Mandarin.duck.arp.jpg
markaczka;Common scoter;Melanitta nigra;A;pod ścisłą ochroną;Anseriformes;Anatidae;P;1;0;0;https://upload.wikimedia.org/wikipedia/commons/thumb/a/a8/Melanitta_nigra.jpg/150px-Melanitta_nigra.jpg
markaczka amerykańska;Black scoter;Melanitta americana;A;pod ścisłą ochroną;Anseriformes;Anatidae;Z;0;0;0;https://upload.wikimedia.org/wikipedia/commons/thumb/2/2c/Melanitta_americana_Barnegat_NJ.jpg/150px-Melanitta_americana_Barnegat_NJ.jpg
maskonur;Atlantic puffin;Fratercula arctica;A;pod ścisłą ochroną;Charadriiformes;Alcidae;Z;0;0;0;https://upload.wikimedia.org/wikipedia/commons/thumb/a/aa/Papageitaucher_Fratercula_arctica.jpg/150px-Papageitaucher_Fratercula_arctica.jpg
mazurek;Eurasian tree sparrow;Passer montanus;A;pod ścisłą ochroną;Passeriformes;Passeridae;L;1;0;0;https://upload.wikimedia.org/wikipedia/commons/thumb/6/6b/Tree-Sparrow-2009-16-02.jpg/150px-Tree-Sparrow-2009-16-02.jpg
mewa białogłowa;Caspian gull;Larus cachinnans;A;objęty ochroną częściową;Charadriiformes;Laridae;L;1;0;0;https://upload.wikimedia.org/wikipedia/commons/thumb/3/33/Larus_cachinnans_3_%28Marek_Szczepanek%29.jpg/150px-Larus_cachinnans_3_%28Marek_Szczepanek%29.jpg
mewa blada;Glaucous gull;Larus hyperboreus;A;pod ścisłą ochroną;Charadriiformes;Laridae;Z;0;0;0;https://upload.wikimedia.org/wikipedia/commons/thumb/3/3b/Larus_hyperboreus-USFWS.jpg/150px-Larus_hyperboreus-USFWS.jpg
mewa cienkodzioba;Slender-billed gull;Chroicocephalus genei;A;pod ścisłą ochroną;Charadriiformes;Laridae;Z;0;0;0;https://upload.wikimedia.org/wikipedia/commons/thumb/e/e5/Larus_genei.jpg/150px-Larus_genei.jpg
mewa czarnogłowa;Mediterranean gull;Ichthyaetus melanocephalus;A;"pod ścisłą ochroną; wymaga ochrony czynnej";Charadriiformes;Laridae;l P;1;0;0;https://upload.wikimedia.org/wikipedia/commons/thumb/e/e7/Larus_melanocephalus_aka_Mediterranean_Gull_rare_guest_in_Sweden2.jpg/150px-Larus_melanocephalus_aka_Mediterranean_Gull_rare_guest_in_Sweden2.jpg
mewa delawarska;Ring-billed gull;Larus delawarensis;A;pod ścisłą ochroną;Charadriiformes;Laridae;Z;0;0;0;https://upload.wikimedia.org/wikipedia/commons/thumb/c/c2/Delaw.jpg/150px-Delaw.jpg
mewa karaibska;Laughing gull;Leucophaeus atricilla;A;pod ścisłą ochroną;Charadriiformes;Laridae;z;0;0;0;https://upload.wikimedia.org/wikipedia/commons/thumb/4/46/Laughing_gull_-_natures_pics.jpg/150px-Laughing_gull_-_natures_pics.jpg
mewa mała;Little gull;Hydrocoloeus minutus;A;"pod ścisłą ochroną; wymaga ochrony czynnej";Charadriiformes;Laridae;(l) P;1;0;0;https://upload.wikimedia.org/wikipedia/commons/thumb/6/63/Littlegull75.jpg/150px-Littlegull75.jpg
mewa modrodzioba;Ivory gull;Pagophila eburnea;A;pod ścisłą ochroną;Charadriiformes;Laridae;z;0;0;0;https://upload.wikimedia.org/wikipedia/commons/thumb/0/04/Pagophila_eburnea-USFWS.jpg/150px-Pagophila_eburnea-USFWS.jpg
mewa obrożna;Sabine's gull;Xema sabini;A;pod ścisłą ochroną;Charadriiformes;Laridae;Z;0;0;0;https://upload.wikimedia.org/wikipedia/commons/thumb/b/bf/XemaSabini.jpg/150px-XemaSabini.jpg
mewa ochocka;Slaty-backed gull;Larus schistisagus;A;pod ścisłą ochroną;Charadriiformes;Laridae;z;0;0;0;https://upload.wikimedia.org/wikipedia/commons/thumb/d/d1/Ooseguro-kamome.jpg/150px-Ooseguro-kamome.jpg
mewa polarna;Iceland gull;Larus glaucoides;A;pod ścisłą ochroną;Charadriiformes;Laridae;Z;0;0;0;https://upload.wikimedia.org/wikipedia/commons/thumb/9/93/Larus-glaucoides-002.jpg/150px-Larus-glaucoides-002.jpg
mewa popielata;American Herring Gull;Larus smithsonianus;A;;Charadriiformes;Laridae;z;0;0;0;https://upload.wikimedia.org/wikipedia/commons/thumb/a/a9/American_Herring_Gull_-_natures_pics.jpg/150px-American_Herring_Gull_-_natures_pics.jpg
mewa romańska;Yellow-legged gull;Larus michahellis;A;pod ścisłą ochroną;Charadriiformes;Laridae;l P;1;0;0;https://upload.wikimedia.org/wikipedia/commons/thumb/f/fe/2004-04-10_Larus_michahellis_ad.jpg/150px-2004-04-10_Larus_michahellis_ad.jpg
mewa różowa;Ross's gull;Rhodostethia rosea;A;pod ścisłą ochroną;Charadriiformes;Laridae;z;0;0;0;https://upload.wikimedia.org/wikipedia/commons/thumb/4/4c/Ross%27s_Gull_%28Rhodostethia_rosea%29.jpg/150px-Ross%27s_Gull_%28Rhodostethia_rosea%29.jpg
mewa siodłata;Great black-backed gull;Larus marinus;A;pod ścisłą ochroną;Charadriiformes;Laridae;P;1;0;0;https://upload.wikimedia.org/wikipedia/commons/thumb/1/1c/Great_Black-backed_Gull.jpg/150px-Great_Black-backed_Gull.jpg
mewa siwa;Common gull;Larus canus;A;"pod ścisłą ochroną; wymaga ochrony czynnej";Charadriiformes;Laridae;L;1;0;0;https://upload.wikimedia.org/wikipedia/commons/thumb/c/ca/Sturmm%C3%B6we_-_Auenlandschaft_Hohenrode_HA_222_Landkreis_Schaumburg.jpg/150px-Sturmm%C3%B6we_-_Auenlandschaft_Hohenrode_HA_222_Landkreis_Schaumburg.jpg
mewa srebrzysta;Herring gull;Larus argentatus;A;objęty ochroną częściową;Charadriiformes;Laridae;L;1;0;0;https://upload.wikimedia.org/wikipedia/commons/thumb/4/4a/Larus_argentatus_argenteus01.jpg/150px-Larus_argentatus_argenteus01.jpg
mewa śródziemnomorska;Audouin's gull;Ichthyaetus audouinii;A;;Charadriiformes;Laridae;z;0;0;0;https://upload.wikimedia.org/wikipedia/commons/thumb/8/87/Korallenm%C3%B6we.jpg/150px-Korallenm%C3%B6we.jpg
mewa trójpalczasta;Black-legged kittiwake;Rissa tridactyla;A;pod ścisłą ochroną;Charadriiformes;Laridae;P;1;0;0;https://upload.wikimedia.org/wikipedia/commons/thumb/0/03/Bulbjerg_rider.jpg/150px-Bulbjerg_rider.jpg
mewa żółtonoga;Lesser black-backed gull;Larus fuscus;A;pod ścisłą ochroną;Charadriiformes;Laridae;l P;1;0;0;https://upload.wikimedia.org/wikipedia/commons/thumb/5/55/Larus-fuscus-graellsii-He.jpg/150px-Larus-fuscus-graellsii-He.jpg
modraczek;Red-flanked bluetail;Tarsiger cyanurus;A;pod ścisłą ochroną;Passeriformes;Muscicapidae;Z;0;0;0;https://upload.wikimedia.org/wikipedia/commons/thumb/7/7b/Tarsiger_cyanurus_-Japan-8.jpg/150px-Tarsiger_cyanurus_-Japan-8.jpg
modraszka;Eurasian Blue Tit;Cyanistes caeruleus;A;pod ścisłą ochroną;Passeriformes;Paridae;L;1;0;0;https://upload.wikimedia.org/wikipedia/commons/thumb/2/29/ParusCaeruleus.jpg/150px-ParusCaeruleus.jpg
mornel;Citril Finch;Charadrius morinellus;A;pod ścisłą ochroną;Charadriiformes;Charadriidae;(l) P;1;0;1;https://upload.wikimedia.org/wikipedia/commons/thumb/b/bb/Charadrius_morinellus_male.jpg/150px-Charadrius_morinellus_male.jpg
muchołówka białoszyja;Lanner Falcon;Ficedula albicollis;A;pod ścisłą ochroną;Passeriformes;Muscicapidae;L;1;0;0;https://upload.wikimedia.org/wikipedia/commons/thumb/6/6f/Mucho%C5%82%C3%B3wka_bia%C5%82oszyja_%28samiec%29.jpg/150px-Mucho%C5%82%C3%B3wka_bia%C5%82oszyja_%28samiec%29.jpg
muchołówka mała;Azure Tit;Ficedula parva;A;pod ścisłą ochroną;Passeriformes;Muscicapidae;L;1;0;1;https://upload.wikimedia.org/wikipedia/commons/thumb/2/2e/Ficedula_parva.jpg/150px-Ficedula_parva.jpg
muchołówka szara;Marsh Tit;Muscicapa striata;A;pod ścisłą ochroną;Passeriformes;Muscicapidae;L;1;0;1;https://upload.wikimedia.org/wikipedia/commons/thumb/3/30/SpottedFlycatcheronfence.jpg/150px-SpottedFlycatcheronfence.jpg
muchołówka żałobna;Coal Tit;Ficedula hypoleuca;A;pod ścisłą ochroną;Passeriformes;Muscicapidae;L;1;0;0;https://upload.wikimedia.org/wikipedia/commons/thumb/e/e2/Trauerschn%C3%A4pper_auf_Esche_cutted.jpg/150px-Trauerschn%C3%A4pper_auf_Esche_cutted.jpg
mysikrólik;Demoiselle Crane;Regulus regulus;A;pod ścisłą ochroną;Passeriformes;Regulidae;L;1;0;1;https://upload.wikimedia.org/wikipedia/commons/thumb/1/12/Regulus_regulus_-Vendee%2C_France-8.jpg/150px-Regulus_regulus_-Vendee%2C_France-8.jpg
myszołów;Common buzzard;Buteo buteo;A;pod ścisłą ochroną;Accipitriformes;Accipitridae;L;1;1;1;https://upload.wikimedia.org/wikipedia/commons/thumb/2/24/Myszo%C5%82%C3%B3w_Zwyczajny.jpg/150px-Myszo%C5%82%C3%B3w_Zwyczajny.jpg
myszołów włochaty;Rough-legged hawk;Buteo lagopus;A;pod ścisłą ochroną;Accipitriformes;Accipitridae;P;1;0;0;https://upload.wikimedia.org/wikipedia/commons/thumb/e/e4/Buteo_lagopus_29283.JPG/150px-Buteo_lagopus_29283.JPG
nagórnik;Rufous-tailed rock-thrush;Monticola saxatilis;A;pod ścisłą ochroną;Passeriformes;Muscicapidae;(l) Z;0;0;0;https://upload.wikimedia.org/wikipedia/commons/thumb/2/2d/Monticola_saxatilis_NAUMANN.jpg/150px-Monticola_saxatilis_NAUMANN.jpg
nawałnik burzowy;European storm-petrel;Hydrobates pelagicus;A;pod ścisłą ochroną;Procellariiformes;Hydrobatidae;Z;0;0;0;https://upload.wikimedia.org/wikipedia/commons/thumb/d/db/Hydrobates_pelagicus.jpg/150px-Hydrobates_pelagicus.jpg
nawałnik duży;Leach's storm-petrel;Hydrobates leucorhous;A;pod ścisłą ochroną;Procellariiformes;Hydrobatidae;Z;0;0;0;https://upload.wikimedia.org/wikipedia/commons/thumb/0/09/Lesp1.jpg/150px-Lesp1.jpg
nur białodzioby;Yellow-billed loon;Gavia adamsii;A;pod ścisłą ochroną;Gaviiformes;Gaviidae;Z;0;0;0;https://upload.wikimedia.org/wikipedia/commons/thumb/b/b1/Great_Northern_Loon_%28Gavia_immer%29.jpg/150px-Great_Northern_Loon_%28Gavia_immer%29.jpg
nur czarnoszyi;Arctic loon;Gavia arctica;A;pod ścisłą ochroną;Gaviiformes;Gaviidae;(l) P;1;0;0;
nur pacyficzny;Pacific loon;Gavia pacifica;A;;Gaviiformes;Gaviidae;z;0;0;0;
nur rdzawoszyi;Red-throated loon;Gavia stellata;A;pod ścisłą ochroną;Gaviiformes;Gaviidae;P;1;0;1;https://upload.wikimedia.org/wikipedia/commons/thumb/d/d4/Juvenile_red_throated_diver.jpg/150px-Juvenile_red_throated_diver.jpg
nurnik;Black guillemot;Cepphus grylle;A;pod ścisłą ochroną;Charadriiformes;Alcidae;P;1;0;1;https://upload.wikimedia.org/wikipedia/commons/thumb/6/65/Tystie1.jpg/150px-Tystie1.jpg
nurogęś;Common merganser;Mergus merganser;A;"pod ścisłą ochroną; wymaga ochrony czynnej";Anseriformes;Anatidae;L;1;0;1;https://upload.wikimedia.org/wikipedia/commons/thumb/b/be/Mergus_merganser_-Sandwell_-England_-male-8.jpg/150px-Mergus_merganser_-Sandwell_-England_-male-8.jpg
nurzyk;Common murre;Uria aalge;A;pod ścisłą ochroną;Charadriiformes;Alcidae;P;1;0;1;https://upload.wikimedia.org/wikipedia/commons/thumb/d/dd/Uria_aalge6.jpg/150px-Uria_aalge6.jpg
nurzyk polarny;Thick-billed murre;Uria lomvia;A;pod ścisłą ochroną;Charadriiformes;Alcidae;z;0;0;0;https://upload.wikimedia.org/wikipedia/commons/thumb/5/54/Uria_lomvia5.jpg/150px-Uria_lomvia5.jpg
oceannik żółtopłetwy;Wilson's storm-petrel;Oceanites oceanicus;A;pod ścisłą ochroną;Procellariiformes;Oceanitidae;z;0;0;0;https://upload.wikimedia.org/wikipedia/commons/thumb/6/61/Oceanites_oceanicusPCCA20070623-3634B.jpg/150px-Oceanites_oceanicusPCCA20070623-3634B.jpg
ogorzałka;Greater scaup;Aythya marila;A;pod ścisłą ochroną;Anseriformes;Anatidae;(l) P;1;0;0;https://upload.wikimedia.org/wikipedia/commons/thumb/c/cd/Aythya_marila1.jpg/150px-Aythya_marila1.jpg
ogorzałka mała;Lesser scaup;Aythya affinis;A;pod ścisłą ochroną;Anseriformes;Anatidae;z;0;0;0;https://upload.wikimedia.org/wikipedia/commons/thumb/3/37/Veilchenente_Aythya_affinis_0505281.jpg/150px-Veilchenente_Aythya_affinis_0505281.jpg
ohar;Common shelduck;Tadorna tadorna;A;"pod ścisłą ochroną; wymaga ochrony czynnej";Anseriformes;Anatidae;L;1;0;0;https://upload.wikimedia.org/wikipedia/commons/thumb/2/28/Common.shelduck.2.arp.750pix.jpg/150px-Common.shelduck.2.arp.750pix.jpg
oknówka;Common house-martin;Delichon urbicum;A;pod ścisłą ochroną;Passeriformes;Hirundinidae;L;1;0;1;https://upload.wikimedia.org/wikipedia/commons/thumb/1/13/Delichon_urbica_NRM.jpg/150px-Delichon_urbica_NRM.jpg
orlica;Pallas's gull;Ichthyaetus ichthyaetus;A;pod ścisłą ochroną;Charadriiformes;Laridae;Z;0;0;0;https://upload.wikimedia.org/wikipedia/commons/thumb/8/8d/Larus_ichthyaetus.jpg/150px-Larus_ichthyaetus.jpg
orlik grubodzioby;Greater spotted eagle;Clanga clanga;A;"pod ścisłą ochroną; wymaga ochrony czynnej";Accipitriformes;Accipitridae;l P;1;0;0;https://upload.wikimedia.org/wikipedia/commons/thumb/e/e4/Great_spotted_Eagle_I2_IMG_8358.jpg/150px-Great_spotted_Eagle_I2_IMG_8358.jpg
orlik krzykliwy;Lesser spotted eagle;Clanga pomarina;A;"pod ścisłą ochroną; wymaga ochrony czynnej";Accipitriformes;Accipitridae;L;1;0;0;https://upload.wikimedia.org/wikipedia/commons/thumb/e/ec/Aquila_pomarina_orlik_krzykliwyAM-crop.jpg/150px-Aquila_pomarina_orlik_krzykliwyAM-crop.jpg
orłosęp;Bearded vulture;Gypaetus barbatus;A;pod ścisłą ochroną;Accipitriformes;Accipitridae;z;0;0;0;https://upload.wikimedia.org/wikipedia/commons/thumb/2/23/Bartgeier_Gypaetus_barbatus_front_Richard_Bartz.jpg/150px-Bartgeier_Gypaetus_barbatus_front_Richard_Bartz.jpg
ortolan;Ortolan bunting;Emberiza hortulana;A;pod ścisłą ochroną;Passeriformes;Emberizidae;L;1;0;0;https://upload.wikimedia.org/wikipedia/commons/thumb/d/d3/Hortol%C3%A0_01_Emberiza_hortulana%29.jpg/150px-Hortol%C3%A0_01_Emberiza_hortulana%29.jpg
orzechówka;Eurasian nutcracker;Nucifraga caryocatactes;A;pod ścisłą ochroną;Passeriformes;Corvidae;L;1;0;1;https://upload.wikimedia.org/wikipedia/commons/thumb/b/b8/Spotted_Nutcracker.jpg/150px-Spotted_Nutcracker.jpg
orzeł cesarski;Imperial eagle;Aquila heliaca;A;pod ścisłą ochroną;Accipitriformes;Accipitridae;Z;0;0;0;https://upload.wikimedia.org/wikipedia/commons/thumb/3/34/Kaiseradler_Aquila_heliaca_2_amk.jpg/150px-Kaiseradler_Aquila_heliaca_2_amk.jpg
orzeł południowy;Bonelli's eagle;Aquila fasciata;A;;Accipitriformes;Accipitridae;z;0;0;0;https://upload.wikimedia.org/wikipedia/commons/thumb/e/e8/Bonelli%27s_Eagle.jpg/150px-Bonelli%27s_Eagle.jpg
orzeł przedni;Golden eagle;Aquila chrysaetos;A;"pod ścisłą ochroną; wymaga ochrony czynnej";Accipitriformes;Accipitridae;l P;1;0;1;https://upload.wikimedia.org/wikipedia/commons/thumb/8/84/Aquila_chrysaetos_Flickr.jpg/150px-Aquila_chrysaetos_Flickr.jpg
orzeł stepowy;Steppe eagle;Aquila nipalensis;A;pod ścisłą ochroną;Accipitriformes;Accipitridae;Z;0;0;0;https://upload.wikimedia.org/wikipedia/commons/thumb/a/a1/Steppenadler.jpg/150px-Steppenadler.jpg
orzełek;Booted eagle;Hieraaetus pennatus;A;"pod ścisłą ochroną; wymaga ochrony czynnej";Accipitriformes;Accipitridae;(l) Z;0;0;0;https://upload.wikimedia.org/wikipedia/commons/thumb/6/69/Booted_Eagle_NAUMANN.jpg/150px-Booted_Eagle_NAUMANN.jpg
osetnik;Citril Finch;Carduelis citrinella;A;pod ścisłą ochroną;Passeriformes;Fringillidae;z;0;0;0;https://upload.wikimedia.org/wikipedia/commons/thumb/2/28/Carduelis_citrinella_-Plateau_de_Beille%2C_Ariege%2C_Midi-Pyrenee%2C_France-8_%282%29.jpg/150px-Carduelis_citrinella_-Plateau_de_Beille%2C_Ariege%2C_Midi-Pyrenee%2C_France-8_%282%29.jpg
ostrygojad;Eurasian oystercatcher;Haematopus ostralegus;A;pod ścisłą ochroną;Charadriiformes;Haematopodidae;l P;1;0;1;https://upload.wikimedia.org/wikipedia/commons/thumb/5/51/Haematopus_ostralegus_He.jpg/150px-Haematopus_ostralegus_He.jpg
pardwa mszarna;Willow ptarmigan;Lagopus lagopus;B;pod ścisłą ochroną;Galliformes;Phasianidae;(z);0;0;0;https://upload.wikimedia.org/wikipedia/commons/thumb/7/79/WillowPtarmigan23.jpg/150px-WillowPtarmigan23.jpg
pasterz;Rosy starling;Pastor roseus;A;pod ścisłą ochroną;Passeriformes;Sturnidae;Z;0;0;0;https://upload.wikimedia.org/wikipedia/commons/thumb/d/d1/Rosy_Starling_with_Brahminy_Starling_I3m_IMG_9806.jpg/150px-Rosy_Starling_with_Brahminy_Starling_I3m_IMG_9806.jpg
paszkot;Mistle thrush;Turdus viscivorus;A;pod ścisłą ochroną;Passeriformes;Turdidae;L;1;1;1;https://upload.wikimedia.org/wikipedia/commons/thumb/2/24/Turdus_viscivorus_1.jpg/150px-Turdus_viscivorus_1.jpg
pelikan kędzierzawy;Dalmatian pelican;Pelecanus crispus;A;pod ścisłą ochroną;Pelecaniformes;Pelecanidae;Z;0;0;0;https://upload.wikimedia.org/wikipedia/commons/thumb/3/37/ComputerHotline_-_Pelecanus_crispus_%28by%29_%281%29.jpg/150px-ComputerHotline_-_Pelecanus_crispus_%28by%29_%281%29.jpg
pelikan różowy;Great white pelican;Pelecanus onocrotalus;A;pod ścisłą ochroną;Pelecaniformes;Pelecanidae;Z;0;0;0;https://upload.wikimedia.org/wikipedia/commons/thumb/d/d4/Pelikan_Walvis_Bay.jpg/150px-Pelikan_Walvis_Bay.jpg
pełzacz leśny;Eurasian treecreeper;Certhia familiaris;A;pod ścisłą ochroną;Passeriformes;Certhiidae;L;1;0;1;https://upload.wikimedia.org/wikipedia/commons/thumb/2/23/Certhia_familiaris_-climbing_tree-8_%28cropped_version%29.jpg/150px-Certhia_familiaris_-climbing_tree-8_%28cropped_version%29.jpg
pełzacz ogrodowy;Short-toed treecreeper;Certhia brachydactyla;A;pod ścisłą ochroną;Passeriformes;Certhiidae;L;1;0;0;https://upload.wikimedia.org/wikipedia/commons/thumb/8/8b/Short-toed_Treecreeper_%28Certhia_brachydactyla%29_%28cropped_version%29.jpg/150px-Short-toed_Treecreeper_%28Certhia_brachydactyla%29_%28cropped_version%29.jpg
perkoz dwuczuby;Great crested grebe;Podiceps cristatus;A;pod ścisłą ochroną;Podicipediformes;Podicipedidae;L;1;0;1;https://upload.wikimedia.org/wikipedia/commons/thumb/e/e4/Flickr_-_Rainbirder_-_Great_Crested_Grebe_%28Podiceps_cristatus%29.jpg/150px-Flickr_-_Rainbirder_-_Great_Crested_Grebe_%28Podiceps_cristatus%29.jpg
perkoz grubodzioby;Pied-billed grebe;Podilymbus podiceps;A;pod ścisłą ochroną;Podicipediformes;Podicipedidae;z;0;0;0;https://upload.wikimedia.org/wikipedia/commons/thumb/4/42/Pied-billed_Grebe_0561.jpg/150px-Pied-billed_Grebe_0561.jpg
perkoz rdzawoszyi;Red-necked grebe;Podiceps grisegena;A;pod ścisłą ochroną;Podicipediformes;Podicipedidae;L;1;0;0;https://upload.wikimedia.org/wikipedia/commons/thumb/c/cd/Podiceps_griseigena_3_%28Marek_Szczepanek%29.jpg/150px-Podiceps_griseigena_3_%28Marek_Szczepanek%29.jpg
perkoz rogaty;Horned grebe;Podiceps auritus;A;pod ścisłą ochroną;Podicipediformes;Podicipedidae;(l) P;1;0;0;https://upload.wikimedia.org/wikipedia/commons/thumb/0/09/Podiceps_auritus1.jpg/150px-Podiceps_auritus1.jpg
perkozek;Little grebe;Tachybaptus ruficollis;A;pod ścisłą ochroną;Podicipediformes;Podicipedidae;L;1;0;0;https://upload.wikimedia.org/wikipedia/commons/thumb/2/2f/Tachybaptus_ruficollis_ruficollis.jpg/150px-Tachybaptus_ruficollis_ruficollis.jpg
piaskowiec;Sanderling;Calidris alba;A;pod ścisłą ochroną;Charadriiformes;Scolopacidae;P;1;0;0;https://upload.wikimedia.org/wikipedia/commons/thumb/2/27/Calidris-alba-001.jpg/150px-Calidris-alba-001.jpg
piecuszek;Willow warbler;Phylloscopus trochilus;A;pod ścisłą ochroną;Passeriformes;Phylloscopidae;L;1;0;1;https://upload.wikimedia.org/wikipedia/commons/thumb/6/68/Willow_warbler_UK09.JPG/150px-Willow_warbler_UK09.JPG
piegża;Lesser whitethroat;Curruca curruca;A;pod ścisłą ochroną;Passeriformes;Sylviidae;L;1;0;1;https://upload.wikimedia.org/wikipedia/commons/thumb/a/ae/LBT120%28loz%29.jpg/150px-LBT120%28loz%29.jpg
pierwiosnek;Common chiffchaff;Phylloscopus collybita;A;pod ścisłą ochroną;Passeriformes;Phylloscopidae;L;1;0;0;https://upload.wikimedia.org/wikipedia/commons/thumb/a/a6/Phylloscopus_collybita_%28taxobox%29.jpg/150px-Phylloscopus_collybita_%28taxobox%29.jpg
pleszka;Common redstart;Phoenicurus phoenicurus;A;pod ścisłą ochroną;Passeriformes;Muscicapidae;L;1;0;0;https://upload.wikimedia.org/wikipedia/commons/thumb/e/e6/Phoenicurus_phoenicurus_male%28js%29.jpg/150px-Phoenicurus_phoenicurus_male%28js%29.jpg
pliszka cytrynowa;Citrine wagtail;Motacilla citreola;A;pod ścisłą ochroną;Passeriformes;Motacillidae;L P;1;0;0;https://upload.wikimedia.org/wikipedia/commons/thumb/1/1a/Citrine_wagtail_I_IMG_8326.jpg/150px-Citrine_wagtail_I_IMG_8326.jpg
pliszka górska;Gray wagtail;Motacilla cinerea;A;pod ścisłą ochroną;Passeriformes;Motacillidae;L;1;0;0;https://upload.wikimedia.org/wikipedia/commons/thumb/7/74/Grey_Wagtail_%28Breeding_female%29_I_IMG_3079.jpg/150px-Grey_Wagtail_%28Breeding_female%29_I_IMG_3079.jpg
pliszka siwa;White wagtail;Motacilla alba;A;pod ścisłą ochroną;Passeriformes;Motacillidae;L;1;0;1;https://upload.wikimedia.org/wikipedia/commons/thumb/5/55/White-Wagtail.jpg/150px-White-Wagtail.jpg
pliszka syberyjska;Eastern yellow wagtail;Motacilla tschutschensis;A;;Passeriformes;Motacillidae;z;0;0;0;
pliszka żółta;Western yellow wagtail;Motacilla flava;A;pod ścisłą ochroną;Passeriformes;Motacillidae;L;1;0;0;https://upload.wikimedia.org/wikipedia/commons/thumb/e/e2/Motacilla_flava_in_Belarus.jpg/150px-Motacilla_flava_in_Belarus.jpg
pluszcz;White-throated dipper;Cinclus cinclus;A;pod ścisłą ochroną;Passeriformes;Cinclidae;L;1;0;1;https://upload.wikimedia.org/wikipedia/commons/thumb/6/64/Cinclus_cinclus_-Scotland-4-4c.jpg/150px-Cinclus_cinclus_-Scotland-4-4c.jpg
płaskonos;Northern shoveler;Spatula clypeata;A;"pod ścisłą ochroną; wymaga ochrony czynnej";Anseriformes;Anatidae;L;1;0;0;https://upload.wikimedia.org/wikipedia/commons/thumb/4/4c/Anas_clypeata_2.jpg/150px-Anas_clypeata_2.jpg
płatkonóg płaskodzioby;Red phalarope;Phalaropus fulicarius;A;pod ścisłą ochroną;Charadriiformes;Scolopacidae;Z;0;0;0;https://upload.wikimedia.org/wikipedia/commons/thumb/8/8e/Phalaropus_fulicaria1.jpg/150px-Phalaropus_fulicaria1.jpg
